1	5	_	create	In the beginning God created the heavens and the earth .	file://conllu/en/bibl.en_web.GEN.conllu#s1_0	
2	4	and?	be (be formless)	Now the earth was formless and empty .	file://conllu/en/bibl.en_web.GEN.conllu#s2_0	
3	2	_	be (be surface)	Darkness was on the surface of the deep .	file://conllu/en/bibl.en_web.GEN.conllu#s3_0	
4	5	_	hover	God 's Spirit was hovering over the surface of the waters .	file://conllu/en/bibl.en_web.GEN.conllu#s4_0	
5	2	and?	say	God said , &quot; Let there be light , &quot; and there was light .	file://conllu/en/bibl.en_web.GEN.conllu#s5_0	
6	7	and?	see (see see)	God saw the light , and saw that it was good .	file://conllu/en/bibl.en_web.GEN.conllu#s6_0	
7	2	_	divide	God divided the light from the darkness .	file://conllu/en/bibl.en_web.GEN.conllu#s7_0	
8	2	and?	call	God called the light &quot; day , &quot; and the darkness he called &quot; night . &quot;	file://conllu/en/bibl.en_web.GEN.conllu#s8_0	
9	2	_	be	There was evening and there was morning , one day .	file://conllu/en/bibl.en_web.GEN.conllu#s9_0	
10	2	and?	say	God said , &quot; Let there be an expanse in the middle of the waters , and let it divide the waters from the waters . &quot;	file://conllu/en/bibl.en_web.GEN.conllu#s10_0	
11	2	and?	make	God made the expanse , and divided the waters which were under the expanse from the waters which were above the expanse ; and it was so .	file://conllu/en/bibl.en_web.GEN.conllu#s11_0	
12	2	_	call	God called the expanse &quot; sky . &quot;	file://conllu/en/bibl.en_web.GEN.conllu#s12_0	
13	2	_	be	There was evening and there was morning , a second day .	file://conllu/en/bibl.en_web.GEN.conllu#s13_0	
14	2	and?	say	God said , &quot; Let the waters under the sky be gathered together to one place , and let the dry land appear ; &quot; and it was so .	file://conllu/en/bibl.en_web.GEN.conllu#s14_0	
15	2	and?	call	God called the dry land &quot; earth , &quot; and the gathering together of the waters he called &quot; seas . &quot;	file://conllu/en/bibl.en_web.GEN.conllu#s15_0	
16	2	_	see	God saw that it was good .	file://conllu/en/bibl.en_web.GEN.conllu#s16_0	
17	2	_	say	God said , &quot; Let the earth put forth grass , herbs yielding seed , and fruit trees bearing fruit after their kind , with its seed in it , on the earth ; &quot; and it was so .	file://conllu/en/bibl.en_web.GEN.conllu#s17_0	
18	3	_	bring	The earth brought forth grass , herbs yielding seed after their kind , and trees bearing fruit , with its seed in it , after their kind ; and God saw that it was good .	file://conllu/en/bibl.en_web.GEN.conllu#s18_0	
19	2	_	be	There was evening and there was morning , a third day .	file://conllu/en/bibl.en_web.GEN.conllu#s19_0	
20	2	and?	say	God said , &quot; Let there be lights in the expanse of sky to divide the day from the night ; and let them be for signs , and for seasons , and for days and years ; and let them be for lights in the expanse of sky to give light on the earth ; &quot; and it was so .	file://conllu/en/bibl.en_web.GEN.conllu#s20_0	
21	2	_	make	God made the two great lights :	file://conllu/en/bibl.en_web.GEN.conllu#s21_0	
22	3	and?	light	the greater light to rule the day , and the lesser light to rule the night .	file://conllu/en/bibl.en_web.GEN.conllu#s22_0	
23	3	also?	make	He also made the stars .	file://conllu/en/bibl.en_web.GEN.conllu#s23_0	
24	2	and?	set	God set them in the expanse of sky to give light to the earth , and to rule over the day and over the night , and to divide the light from the darkness .	file://conllu/en/bibl.en_web.GEN.conllu#s24_0	
25	2	_	see	God saw that it was good .	file://conllu/en/bibl.en_web.GEN.conllu#s25_0	
26	2	_	be	There was evening and there was morning , a fourth day .	file://conllu/en/bibl.en_web.GEN.conllu#s26_0	
27	2	and?	say	God said , &quot; Let the waters swarm with swarms of living creatures , and let birds fly above the earth in the open expanse of sky . &quot;	file://conllu/en/bibl.en_web.GEN.conllu#s27_0	
28	2	and?	create	God created the large sea creatures , and every living creature that moves , with which the waters swarmed , after their kind , and every winged bird after its kind .	file://conllu/en/bibl.en_web.GEN.conllu#s28_0	
29	2	_	see	God saw that it was good .	file://conllu/en/bibl.en_web.GEN.conllu#s29_0	
30	2	_	bless	God blessed them , saying , &quot; Be fruitful , and multiply , and fill the waters in the seas , and let birds multiply on the earth . &quot;	file://conllu/en/bibl.en_web.GEN.conllu#s30_0	
31	2	_	be	There was evening and there was morning , a fifth day .	file://conllu/en/bibl.en_web.GEN.conllu#s31_0	
32	2	and?	say	God said , &quot; Let the earth bring forth living creatures after their kind , livestock , creeping things , and animals of the earth after their kind ; &quot; and it was so .	file://conllu/en/bibl.en_web.GEN.conllu#s32_0	
33	2	after?	make	God made the animals of the earth after their kind , and the livestock after their kind , and everything that creeps on the ground after its kind .	file://conllu/en/bibl.en_web.GEN.conllu#s33_0	
34	2	_	see	God saw that it was good .	file://conllu/en/bibl.en_web.GEN.conllu#s34_0	
35	2	_	say	God said , &quot; Let us make man in our image , after our likeness : and let them have dominion over the fish of the sea , and over the birds of the sky , and over the livestock , and over all the earth , and over every creeping thing that creeps on the earth . &quot;	file://conllu/en/bibl.en_web.GEN.conllu#s35_0	
36	2	_	create	God created man in his own image .	file://conllu/en/bibl.en_web.GEN.conllu#s36_0	
37	6	_	create	In God 's image he created him ; male and female he created them .	file://conllu/en/bibl.en_web.GEN.conllu#s37_0	
38	2	_	bless	God blessed them .	file://conllu/en/bibl.en_web.GEN.conllu#s38_0	
39	2	_	say	God said to them , &quot; Be fruitful , multiply , fill the earth , and subdue it .	file://conllu/en/bibl.en_web.GEN.conllu#s39_0	
40	1	and?	have	Have dominion over the fish of the sea , over the birds of the sky , and over every living thing that moves on the earth . &quot;	file://conllu/en/bibl.en_web.GEN.conllu#s40_0	
41	2	_	say	God said , &quot; Behold , I have given you every herb yielding seed , which is on the surface of all the earth , and every tree , which bears fruit yielding seed .	file://conllu/en/bibl.en_web.GEN.conllu#s41_0	
42	3	_	be (be food)	It will be your food .	file://conllu/en/bibl.en_web.GEN.conllu#s42_0	
43	33	and?	give	To every animal of the earth , and to every bird of the sky , and to everything that creeps on the earth , in which there is life , I have given every green herb for food ; &quot; and it was so .	file://conllu/en/bibl.en_web.GEN.conllu#s43_0	
44	2	and?	see	God saw everything that he had made , and , behold , it was very good .	file://conllu/en/bibl.en_web.GEN.conllu#s44_0	
45	2	_	be	There was evening and there was morning , a sixth day .	file://conllu/en/bibl.en_web.GEN.conllu#s45_0	
46	7	and?	finish	The heavens and the earth were finished , and all their vast array .	file://conllu/en/bibl.en_web.GEN.conllu#s46_0	
47	6	and?	finish	On the seventh day God finished his work which he had made ; and he rested on the seventh day from all his work which he had made .	file://conllu/en/bibl.en_web.GEN.conllu#s47_0	
48	2	and?	bless	God blessed the seventh day , and made it holy , because he rested in it from all his work which he had created and made .	file://conllu/en/bibl.en_web.GEN.conllu#s48_0	
49	2	_	be (be history)	This is the history of the generations of the heavens and of the earth when they were created , in the day that Yahweh God made the earth and the heavens .	file://conllu/en/bibl.en_web.GEN.conllu#s49_0	
50	6	yet?	be (be earth)	No plant of the field was yet in the earth , and no herb of the field had yet sprung up ; for Yahweh God had not caused it to rain on the earth .	file://conllu/en/bibl.en_web.GEN.conllu#s50_0	
51	2	till?	be	There was not a man to till the ground , but a mist went up from the earth , and watered the whole surface of the ground .	file://conllu/en/bibl.en_web.GEN.conllu#s51_0	
52	3	and?	for	Yahweh God formed man from the dust of the ground , and breathed into his nostrils the breath of life ; and man became a living soul .	file://conllu/en/bibl.en_web.GEN.conllu#s52_0	
53	3	and?	plan	Yahweh God planted a garden eastward , in Eden , and there he put the man whom he had formed .	file://conllu/en/bibl.en_web.GEN.conllu#s53_0	
54	7	and?	make	Out of the ground Yahweh God made every tree to grow that is pleasant to the sight , and good for food ; the tree of life also in the middle of the garden , and the tree of the knowledge of good and evil .	file://conllu/en/bibl.en_web.GEN.conllu#s54_0	
55	3	and?	go	A river went out of Eden to water the garden ; and from there it was parted , and became four heads .	file://conllu/en/bibl.en_web.GEN.conllu#s55_0	
56	6	_	be (be Pishon)	The name of the first is Pishon : this is the one which flows through the whole land of Havilah , where there is gold ; and the gold of that land is good .	file://conllu/en/bibl.en_web.GEN.conllu#s56_0	
57	2	_	be	There is aromatic resin and the onyx stone .	file://conllu/en/bibl.en_web.GEN.conllu#s57_0	
58	7	_	be (be Gihon)	The name of the second river is Gihon : the same river that flows through the whole land of Cush .	file://conllu/en/bibl.en_web.GEN.conllu#s58_0	
59	7	_	be (be Hiddekel)	The name of the third river is Hiddekel :	file://conllu/en/bibl.en_web.GEN.conllu#s59_0	
60	2	_	be (be one)	this is the one which flows in front of Assyria .	file://conllu/en/bibl.en_web.GEN.conllu#s60_0	
61	4	_	be (be Euphrates)	The fourth river is the Euphrates .	file://conllu/en/bibl.en_web.GEN.conllu#s61_0	
62	3	and?	take	Yahweh God took the man , and put him into the garden of Eden to dress it and to keep it .	file://conllu/en/bibl.en_web.GEN.conllu#s62_0	
63	7	for?	say (say command)	Yahweh God commanded the man , saying , &quot; Of every tree of the garden you may freely eat ; but of the tree of the knowledge of good and evil , you shall not eat of it ; for in the day that you eat of it you will surely die . &quot;	file://conllu/en/bibl.en_web.GEN.conllu#s63_0	
64	3	_	say	Yahweh God said , &quot; It is not good that the man should be alone ; I will make him a helper suitable for him . &quot;	file://conllu/en/bibl.en_web.GEN.conllu#s64_0	
65	7	and?	for	Out of the ground Yahweh God formed every animal of the field , and every bird of the sky , and brought them to the man to see what he would call them .	file://conllu/en/bibl.en_web.GEN.conllu#s65_0	
66	3	_	man	Whatever the man called every living creature , that was its name .	file://conllu/en/bibl.en_web.GEN.conllu#s66_0	
67	3	but?	give	The man gave names to all livestock , and to the birds of the sky , and to every animal of the field ; but for man there was not found a helper suitable for him .	file://conllu/en/bibl.en_web.GEN.conllu#s67_0	
68	3	and?	cause	Yahweh God caused a deep sleep to fall on the man , and he slept ; and he took one of his ribs , and closed up the flesh in its place .	file://conllu/en/bibl.en_web.GEN.conllu#s68_0	
69	2	and?	make	He made the rib , which Yahweh God had taken from the man , into a woman , and brought her to the man .	file://conllu/en/bibl.en_web.GEN.conllu#s69_0	
70	3	_	say	The man said , &quot; This is now bone of my bones , and flesh of my flesh .	file://conllu/en/bibl.en_web.GEN.conllu#s70_0	
71	4	because?	call	She will be called ' woman , ' because she was taken out of Man . &quot;	file://conllu/en/bibl.en_web.GEN.conllu#s71_0	
72	5	therefore?	leave	Therefore a man will leave his father and his mother , and will join with his wife , and they will be one flesh .	file://conllu/en/bibl.en_web.GEN.conllu#s72_0	
73	2	and?	be (be naked)	They were both naked , the man and his wife , and were not ashamed .	file://conllu/en/bibl.en_web.GEN.conllu#s73_0	
74	4	_	be (be subtle)	Now the serpent was more subtle than any animal of the field which Yahweh God had made .	file://conllu/en/bibl.en_web.GEN.conllu#s74_0	
75	11	_	say (say say)	He said to the woman , &quot; Has God really said , ' You shall not eat of any tree of the garden ? ' &quot;	file://conllu/en/bibl.en_web.GEN.conllu#s75_0	
76	40	but?	say (say say)	The woman said to the serpent , &quot; Of the fruit of the trees of the garden we may eat , but of the fruit of the tree which is in the middle of the garden , God has said , ' You shall not eat of it , neither shall you touch it , lest you die . ' &quot;	file://conllu/en/bibl.en_web.GEN.conllu#s76_0	
77	39	_	know (know say)	The serpent said to the woman , &quot; You wo n't surely die , for God knows that in the day you eat it , your eyes will be opened , and you will be like God , knowing good and evil . &quot;	file://conllu/en/bibl.en_web.GEN.conllu#s77_0	
78	37	when?	take	When the woman saw that the tree was good for food , and that it was a delight to the eyes , and that the tree was to be desired to make one wise , she took of its fruit , and ate ; and she gave some to her husband with her , and he ate .	file://conllu/en/bibl.en_web.GEN.conllu#s78_0	
79	8	and?	open	The eyes of both of them were opened , and they knew that they were naked .	file://conllu/en/bibl.en_web.GEN.conllu#s79_0	
80	2	and?	sew	They sewed fig leaves together , and made themselves aprons .	file://conllu/en/bibl.en_web.GEN.conllu#s80_0	
81	2	and?	hear	They heard the voice of Yahweh God walking in the garden in the cool of the day , and the man and his wife hid themselves from the presence of Yahweh God among the trees of the garden .	file://conllu/en/bibl.en_web.GEN.conllu#s81_0	
82	3	and?	call	Yahweh God called to the man , and said to him , &quot; Where are you ? &quot;	file://conllu/en/bibl.en_web.GEN.conllu#s82_0	
83	7	and?	hear (hear say)	The man said , &quot; I heard your voice in the garden , and I was afraid , because I was naked ; and I hid myself . &quot;	file://conllu/en/bibl.en_web.GEN.conllu#s83_0	
84	6	_	tell (tell say)	God said , &quot; Who told you that you were naked ?	file://conllu/en/bibl.en_web.GEN.conllu#s84_0	
85	3	_	eat	Have you eaten from the tree that I commanded you not to eat from ? &quot;	file://conllu/en/bibl.en_web.GEN.conllu#s85_0	
86	3	and?	say	The man said , &quot; The woman whom you gave to be with me , she gave me of the tree , and I ate . &quot;	file://conllu/en/bibl.en_web.GEN.conllu#s86_0	
87	3	_	say	Yahweh God said to the woman , &quot; What is this you have done ? &quot;	file://conllu/en/bibl.en_web.GEN.conllu#s87_0	
88	3	_	say	The woman said , &quot; The serpent deceived me , and I ate . &quot;	file://conllu/en/bibl.en_web.GEN.conllu#s88_0	
89	3	_	say	Yahweh God said to the serpent , &quot; Because you have done this , you are cursed above all livestock , and above every animal of the field .	file://conllu/en/bibl.en_web.GEN.conllu#s89_0	
90	6	and?	go	On your belly you shall go , and you shall eat dust all the days of your life .	file://conllu/en/bibl.en_web.GEN.conllu#s90_0	
91	3	and?	put	I will put enmity between you and the woman , and between your offspring and her offspring .	file://conllu/en/bibl.en_web.GEN.conllu#s91_0	
92	3	and?	bruise	He will bruise your head , and you will bruise his heel . &quot;	file://conllu/en/bibl.en_web.GEN.conllu#s92_0	
93	11	_	multiply	To the woman he said , &quot; I will greatly multiply your pain in childbirth .	file://conllu/en/bibl.en_web.GEN.conllu#s93_0	
94	5	_	bring	In pain you will bring forth children .	file://conllu/en/bibl.en_web.GEN.conllu#s94_0	
95	4	for?	be (be husband)	Your desire will be for your husband , and he will rule over you . &quot;	file://conllu/en/bibl.en_web.GEN.conllu#s95_0	
96	30	because?	say (say command listen say)	To Adam he said , &quot; Because you have listened to your wife 's voice , and have eaten of the tree , of which I commanded you , saying , ' You shall not eat of it , ' cursed is the ground for your sake .	file://conllu/en/bibl.en_web.GEN.conllu#s96_0	
97	5	_	eat	In toil you will eat of it all the days of your life .	file://conllu/en/bibl.en_web.GEN.conllu#s97_0	
98	1	also?	Thorns	Thorns also and thistles will it bring forth to you ; and you will eat the herb of the field .	file://conllu/en/bibl.en_web.GEN.conllu#s98_0	
